ListPosition,DocMgmtId,URL,HTTP,Result,SavedFile,OriginalName,DocDate,Bytes,SHA256,Error
154,6361322379720926853,https://mienviro.michigan.gov/ncore/downloadpdf/6361322379720926853,200,VERIFIED_IDENTICAL,0154_2017-03-16_DMR Summary - MI0020257 _02_01_2017_to_02_28_2017_V1.pdf,DMR Summary - MI0020257 _02_01_2017_to_02_28_2017_V1.docx,2017-03-16,105749,cd1ca591096f5bd40889806ae606e8c1250debbbe6d026d442375f541a475238,
155,-4571421296266695594,https://mienviro.michigan.gov/ncore/downloadpdf/-4571421296266695594,200,VERIFIED_IDENTICAL,0155_2017-04-03_0P1-01 Process Flow.pdf,0P1-01 Process Flow.pdf v1,2017-04-03,352858,d5e68ea065b63b3fb073c3878a98e5b46c4784737f7fe533e9437a92884f7c4c,
156,-9090737734205945229,https://mienviro.michigan.gov/ncore/downloadpdf/-9090737734205945229,200,VERIFIED_IDENTICAL,0156_2017-04-03_0P1-02 Process Flow.pdf,0P1-02 Process Flow.pdf v1,2017-04-03,364177,be54bb8561dd68cf47006de2a66328221b9b336175346937239970f778792ef1,
157,8306099835625514154,https://mienviro.michigan.gov/ncore/downloadpdf/8306099835625514154,200,VERIFIED_IDENTICAL,0157_2017-04-03_0P1-03 Process Flow.pdf,0P1-03 Process Flow.pdf v1,2017-04-03,399431,39a4c7e03888aafe0d9d887a066e5996f155e30280d13737cd17776a1366c70a,
158,-5693104588523843213,https://mienviro.michigan.gov/ncore/downloadpdf/-5693104588523843213,200,VERIFIED_IDENTICAL,0158_2017-04-03_AAR 6th.pdf,AAR 6th.docx v1,2017-04-03,56212,c0283e233bd31457ab5379cbad13fda56fbc9181b6784ee88715dcef57fb85dd,
159,-910355065678437940,https://mienviro.michigan.gov/ncore/downloadpdf/-910355065678437940,200,VERIFIED_IDENTICAL,0159_2017-04-03_AAR Facility.pdf,AAR Facility.docx v1,2017-04-03,56647,f499bfd3d0fa5e383814f95c8493cc49156414ac8cc95e4793c68bb6eb7e5707,
160,4079635351094952055,https://mienviro.michigan.gov/ncore/downloadpdf/4079635351094952055,200,VERIFIED_IDENTICAL,0160_2017-04-03_AAR Rinse Tank.pdf,AAR Rinse Tank.docx v1,2017-04-03,56660,2eb315e776cb91f0742581ebfe873b1b8b617c09789692da884d01efbf6af06c,
161,-5800382166597688800,https://mienviro.michigan.gov/ncore/downloadpdf/-5800382166597688800,200,VERIFIED_IDENTICAL,0161_2017-04-03_ARVCO.pdf,ARVCO.docx v1,2017-04-03,56592,dc6e12adf24b444a52704f199f577fa91f38d5a9b247fe310cde84110ea7aee6,
162,3858403373487489303,https://mienviro.michigan.gov/ncore/downloadpdf/3858403373487489303,200,VERIFIED_IDENTICAL,0162_2017-04-03_AVON 2 5th St Manhole.pdf,AVON 2 5th St Manhole.docx v1,2017-04-03,56100,d6c8d12f1adee040bfd4cc017094269f82bac17a6d8bb7c58ff0fabd45841cf5,
163,-5563635413840106744,https://mienviro.michigan.gov/ncore/downloadpdf/-5563635413840106744,200,VERIFIED_IDENTICAL,0163_2017-04-03_AVON Protection.pdf,AVON Protection.docx v1,2017-04-03,56125,9ea68b36c811ecd350be0ba503bdd9e0ff87292d307762755c1728baa832ab62,
164,-9118125169549468879,https://mienviro.michigan.gov/ncore/downloadpdf/-9118125169549468879,200,VERIFIED_IDENTICAL,0164_2017-04-03_AVON.pdf,AVON.docx v1,2017-04-03,56095,c826ffe9ffe520524cac44159c40b0e6548c7632ac8fa70aa9f6c94a41ac5a27,
165,-8499150955445776749,https://mienviro.michigan.gov/ncore/downloadpdf/-8499150955445776749,200,VERIFIED_IDENTICAL,0165_2017-04-03_Borg Warner.pdf,Borg Warner.docx v1,2017-04-03,56129,1f0d8ccc764e8423cbb18bf673cb27bb573641b712272aba80aaacb11e30cc4c,
166,6710410934790894908,https://mienviro.michigan.gov/ncore/downloadpdf/6710410934790894908,200,VERIFIED_IDENTICAL,0166_2017-04-03_CCI.pdf,CCI.docx v1,2017-04-03,56808,3b1a0ae30462445a87858da62e9dd311c239d9b6323491a7c0bc4051fb6bbcba,
167,-5332488901169956875,https://mienviro.michigan.gov/ncore/downloadpdf/-5332488901169956875,200,VERIFIED_IDENTICAL,0167_2017-04-03_CRE.pdf,CRE.docx v1,2017-04-03,56267,ce8f5e5b074fe3836e617d40869de0e61a243257604757e348fe7e9d2d41b83d,
168,5769919426026990647,https://mienviro.michigan.gov/ncore/downloadpdf/5769919426026990647,200,VERIFIED_IDENTICAL,0168_2017-04-03_FIAMM.pdf,FIAMM.docx v1,2017-04-03,56239,eca400f5276e1a697f0adc3dc418a3a6adf58e5b7e959b0350e532fd64310814,
169,-1348128324309124463,https://mienviro.michigan.gov/ncore/downloadpdf/-1348128324309124463,200,VERIFIED_IDENTICAL,0169_2017-04-03_Hutchinson.pdf,Hutchinson.docx v1,2017-04-03,56331,300b12f5bac01c598f28d06e74735e5d6526e79c4bff87ab9673f96ea464b7bb,
170,-308826788854237261,https://mienviro.michigan.gov/ncore/downloadpdf/-308826788854237261,200,VERIFIED_IDENTICAL,0170_2017-04-03_Kar Lab Biosolids 3-14-2016.pdf,Kar Lab Biosolids 3-14-2016.pdf v1,2017-04-03,205482,bd137883a668c306604973b5ed859ccbb37849737d9521c00566180dd10a5a7b,
171,-3238540496460905709,https://mienviro.michigan.gov/ncore/downloadpdf/-3238540496460905709,200,VERIFIED_IDENTICAL,0171_2017-04-03_Kar Lab Biosolids 9-12-2016.pdf,Kar Lab Biosolids 9-12-2016.pdf v1,2017-04-03,174285,8fc0c2a99849158b52044fb4f3eb4db0a4b69c5e36af00571c51e8c4760c94dd,
172,832209690549104746,https://mienviro.michigan.gov/ncore/downloadpdf/832209690549104746,200,VERIFIED_IDENTICAL,0172_2017-04-03_Michigan Rubber.pdf,Michigan Rubber.docx v1,2017-04-03,56254,84dea7e2aaf875960691455b97a26b1a187d6fcab0d17d170e3edd860d76b19e,
173,-4576801597538136401,https://mienviro.michigan.gov/ncore/downloadpdf/-4576801597538136401,200,VERIFIED_IDENTICAL,0173_2017-04-03_Munson.pdf,Munson.docx v1,2017-04-03,55566,a69594bc30d33cd3b0d42389c14f529b358844b3bd7333966757542e48c60275,
174,4641308164668318184,https://mienviro.michigan.gov/ncore/downloadpdf/4641308164668318184,200,VERIFIED_IDENTICAL,0174_2017-04-03_NPDES.pdf,NPDES.pdf v1,2017-04-03,60529,f809ae7f23d8bb9fcb21aed5b0c1c9fdadf217b707960b09bfe12c7d1a67f689,
175,-4580690770354640221,https://mienviro.michigan.gov/ncore/downloadpdf/-4580690770354640221,200,VERIFIED_IDENTICAL,0175_2017-04-03_PIRANHA.pdf,PIRANHA.docx v1,2017-04-03,55931,af29116f6a0e0a14483b11ae3b2848a345e95d81e3719de9ad7925413caa88aa,
176,1852969813164958154,https://mienviro.michigan.gov/ncore/downloadpdf/1852969813164958154,200,VERIFIED_IDENTICAL,0176_2017-04-03_Paragon Wet Test (1).pdf,Paragon Wet Test (1).pdf v1,2017-04-03,624166,ddc483599a44082438fc6686f61cd58045f0ba27210e66a3f3a192d2905c5a9f,
177,-8713293357649151288,https://mienviro.michigan.gov/ncore/downloadpdf/-8713293357649151288,200,VERIFIED_IDENTICAL,0177_2017-04-03_Paragon Wet Test (3).pdf,Paragon Wet Test (3).pdf v1,2017-04-03,558030,a95bca5ca4237f685a4aedaef5af1854c5d52514d1135b602fa9589ea32989c4,
178,6932780206728288696,https://mienviro.michigan.gov/ncore/downloadpdf/6932780206728288696,200,VERIFIED_IDENTICAL,0178_2017-04-03_Paragon Wet Test.pdf,Paragon Wet Test.pdf v1,2017-04-03,557471,b0d1331c677838ec9c7b73fb0176fc7f38c1bd1a5a1e0a86dee88f7a435258bb,
179,3937714205518051674,https://mienviro.michigan.gov/ncore/downloadpdf/3937714205518051674,200,VERIFIED_IDENTICAL,0179_2017-04-03_Plant Brochure.pdf,Plant Brochure.pdf v1,2017-04-03,4285743,12b51b03de98c50698094c994f87140091cd5ee88d7c660891dd3d41de8957dc,
180,-6842767691186545255,https://mienviro.michigan.gov/ncore/downloadpdf/-6842767691186545255,200,VERIFIED_IDENTICAL,0180_2017-04-03_REC BOAT CABINETRY.pdf,REC BOAT CABINETRY.docx v1,2017-04-03,56382,dbd6f387a2492f2d26851be32d6752b745c5410d5fed308532cf44d8bcb90a4e,
181,-123817907349178312,https://mienviro.michigan.gov/ncore/downloadpdf/-123817907349178312,200,VERIFIED_IDENTICAL,0181_2017-04-03_REC BOAT CRUISER.pdf,REC BOAT CRUISER.docx v1,2017-04-03,56344,1de718fb7790041e64532455218cbcdd2dc57dcf24e4c70abd17ebdc2b242029,
182,-6756834478233780033,https://mienviro.michigan.gov/ncore/downloadpdf/-6756834478233780033,200,VERIFIED_IDENTICAL,0182_2017-04-03_REC BOAT SPORT.pdf,REC BOAT SPORT.docx v1,2017-04-03,56418,426d0c961400f15814aada8ff35f5611c1017286d3be629e1b742c231c8080a1,
183,-505155985048363429,https://mienviro.michigan.gov/ncore/downloadpdf/-505155985048363429,200,VERIFIED_IDENTICAL,0183_2017-04-03_REC BOAT TRAILER.pdf,REC BOAT TRAILER.docx v1,2017-04-03,55964,d38d39d27156be978c70b5738bd4f93bf1ef2a778c873da46612211f6fb84569,
184,1829985439158043192,https://mienviro.michigan.gov/ncore/downloadpdf/1829985439158043192,200,VERIFIED_IDENTICAL,0184_2017-04-03_SPENCER.pdf,SPENCER.docx v1,2017-04-03,56128,81a80256489dafa080b2dbedd600ed388bf646600d1e6431ba511acb04fafc08,
185,2929107239418671816,https://mienviro.michigan.gov/ncore/downloadpdf/2929107239418671816,200,VERIFIED_IDENTICAL,0185_2017-04-03_WEXFORD LANDFILL.pdf,WEXFORD LANDFILL.docx v1,2017-04-03,56579,1f7e70d66b3012a9b251015562ea99bed32584e098c413c7cc1916a266dbf3f3,
186,-4072267205926815735,https://mienviro.michigan.gov/ncore/downloadpdf/-4072267205926815735,200,VERIFIED_IDENTICAL,0186_2017-04-03_Wet Test ERM 2-2-2017.pdf,Wet Test ERM 2-2-2017.pdf v1,2017-04-03,2553342,e0740917193bb863a4148df6bff8f19390b369e889fa34879642f0b8ef24654e,
187,-4194105337445403259,https://mienviro.michigan.gov/ncore/downloadpdf/-4194105337445403259,200,VERIFIED_IDENTICAL,0187_2017-04-05_Application_2Q7-HQ21-P66B V1.pdf,Application_2Q7-HQ21-P66B V1.pdf v1,2017-04-05,134638,6a540cadcdc6fb9200560fcfd59897410932872fa6e48ca880ee5a8266642960,
188,5374658919181652521,https://mienviro.michigan.gov/ncore/downloadpdf/5374658919181652521,200,VERIFIED_IDENTICAL,0188_2017-04-19_DMR Daily - MI0020257 _03_01_2017_to_03_31_2017_V1.pdf,DMR Daily - MI0020257 _03_01_2017_to_03_31_2017_V1.docx,2017-04-19,124640,d15463e5d6dfb382684474a941a7f06be20025a90f32fde0ed4e7d9fba2946fd,
189,-2462697300358445557,https://mienviro.michigan.gov/ncore/downloadpdf/-2462697300358445557,200,VERIFIED_IDENTICAL,0189_2017-04-19_DMR Summary - MI0020257 _03_01_2017_to_03_31_2017_V1.pdf,DMR Summary - MI0020257 _03_01_2017_to_03_31_2017_V1.docx,2017-04-19,105497,144e5303ac05e0e0c6bcf22d4f9bbe128d1315d4d945b346f256d9cba7b8715e,
190,7735398460674456608,https://mienviro.michigan.gov/ncore/downloadpdf/7735398460674456608,200,VERIFIED_IDENTICAL,0190_2017-05-09_emails regd verbal notify BOD exceed 050917 ul MiW.pdf,emails regd verbal notify BOD exceed 050917 ul MiW.msg,2017-05-09,90084,1a52ced083ed5e452295616964c7022743f07951dd8842e15efc25a2b07527d0,
191,3141508032254302466,https://mienviro.michigan.gov/ncore/downloadpdf/3141508032254302466,200,VERIFIED_IDENTICAL,0191_2017-05-12_written rpt BOD exceed 051217 ul MiW.pdf,written rpt BOD exceed 051217 ul MiW.msg,2017-05-12,57040,262a9fb8460c6f373ddb201f771d2c1c1560d87552484789c6d1c674ff08c14f,
192,-6506352065203311462,https://mienviro.michigan.gov/ncore/downloadpdf/-6506352065203311462,200,VERIFIED_IDENTICAL,0192_2017-05-17_DMR Daily - MI0020257 _04_01_2017_to_04_30_2017_V1.pdf,DMR Daily - MI0020257 _04_01_2017_to_04_30_2017_V1.docx,2017-05-17,123923,266c82415f74eb345aae3f3fd83e18010723aa144a3bc6471bfaedad7cb40aae,
193,7441804851118153573,https://mienviro.michigan.gov/ncore/downloadpdf/7441804851118153573,200,VERIFIED_IDENTICAL,0193_2017-05-17_DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.pdf,DMR Summary - MI0020257 _04_01_2017_to_04_30_2017_V1.docx,2017-05-17,105455,50af8ed40f4c23d1c957ff675ba9a63244f3040eee33f7707b91e8235aae9bae,
194,-389607197290388061,https://mienviro.michigan.gov/ncore/downloadpdf/-389607197290388061,200,VERIFIED_IDENTICAL,0194_2017-05-17_email addn reporting BOD exceed 051717 ul MiW.pdf,email addn reporting BOD exceed 051717 ul MiW.msg,2017-05-17,89913,276caee31d1a740d13016aa7bd10be84023f8cd88d0ce55f716eb19fd28403b7,
195,-7534533116651044102,https://mienviro.michigan.gov/ncore/downloadpdf/-7534533116651044102,200,VERIFIED_IDENTICAL,0195_2017-05-19_written rpt ammonia NPDES exceedance 051917.pdf,written rpt ammonia NPDES exceedance 051917.msg,2017-05-19,56529,8fa379846f886256c218d005eb035cb8ce2bbbc2f2949ecfac85503b9da24d2c,
196,-1358521760501568481,https://mienviro.michigan.gov/ncore/downloadpdf/-1358521760501568481,200,VERIFIED_IDENTICAL,0196_2017-05-24_written report BOD exceedance #2 052417.pdf,written report BOD exceedance #2 052417.msg,2017-05-24,56619,2b2ae333b9f697f91281a9b2136c732fdcf34e236949671c8ead0bd23d37f3d0,
197,-3514350148586469102,https://mienviro.michigan.gov/ncore/downloadpdf/-3514350148586469102,200,VERIFIED_IDENTICAL,0197_2017-06-13_DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.pdf,DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.docx,2017-06-13,123241,0843035da90c30119102e345d190e38265a0c2187a250bd7c2d796e6cacdc1ef,
198,-1817143456933767821,https://mienviro.michigan.gov/ncore/downloadpdf/-1817143456933767821,200,VERIFIED_IDENTICAL,0198_2017-06-13_DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V1.pdf,DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V1.docx,2017-06-13,109964,d3adfc78accc506db2bc4ba25b45b2b73b1c722ddb2e1f75c8364006a4080d2a,
199,5876564337621442480,https://mienviro.michigan.gov/ncore/downloadpdf/5876564337621442480,200,VERIFIED_IDENTICAL,0199_2017-06-15_written report BOD exceedance 061517.pdf,written report BOD exceedance 061517.msg,2017-06-15,55985,629b356c353b8e6c09133c53edc52df8fb9fe2c054e35e6279c46835b9f29c3d,
200,-5622633242256800541,https://mienviro.michigan.gov/ncore/downloadpdf/-5622633242256800541,200,VERIFIED_IDENTICAL,0200_2017-07-12_written report BOD exceedance 071217.pdf,written report BOD exceedance 071217.msg,2017-07-12,55662,44c31611dbbda8f4d9acff799b62ec3218b53d44dd616f52a3abdb8ceae26a50,
201,2596891981566435001,https://mienviro.michigan.gov/ncore/downloadpdf/2596891981566435001,200,VERIFIED_IDENTICAL,0201_2017-07-18_DMR Daily - MI0020257 _06_01_2017_to_06_30_2017_V1.pdf,DMR Daily - MI0020257 _06_01_2017_to_06_30_2017_V1.docx,2017-07-18,122673,f77f38fafe49f1f045cbce6d11c83027b82752716874573efa88d05ea1d62268,
202,-8542276497179018047,https://mienviro.michigan.gov/ncore/downloadpdf/-8542276497179018047,200,VERIFIED_IDENTICAL,0202_2017-07-18_DMR Summary - MI0020257 _06_01_2017_to_06_30_2017_V1.pdf,DMR Summary - MI0020257 _06_01_2017_to_06_30_2017_V1.docx,2017-07-18,109710,772dd317bdcdcde6d0f30b2fb26802127733e1aac4e14c27664fb1472b55b81a,
203,-486435104065967818,https://mienviro.michigan.gov/ncore/downloadpdf/-486435104065967818,200,VERIFIED_IDENTICAL,0203_2017-08-17_DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V2.pdf,DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V2.docx,2017-08-17,123245,fbd73501235b712b30656bb9cfad2222ea4c67e20f99f42163bf2dc735d46b49,
204,-111396327202170199,https://mienviro.michigan.gov/ncore/downloadpdf/-111396327202170199,200,VERIFIED_IDENTICAL,0204_2017-08-17_DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V1.pdf,DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V1.docx,2017-08-17,123125,2e7ed7684dd262d4a689f09af6e5020b8324f74b8d32dba3a4ce4a9f098672d8,
205,-3743271668249773176,https://mienviro.michigan.gov/ncore/downloadpdf/-3743271668249773176,200,VERIFIED_IDENTICAL,0205_2017-08-17_DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V2.pdf,DMR Summary - MI0020257 _05_01_2017_to_05_31_2017_V2.docx,2017-08-17,109871,4cc44f1c4954913ee46a4a6bf92b7c359d93a745f423ebf5bd231a9124c5679b,
206,1920013186052737041,https://mienviro.michigan.gov/ncore/downloadpdf/1920013186052737041,200,VERIFIED_IDENTICAL,0206_2017-08-17_DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V1.pdf,DMR Summary - MI0020257 _07_01_2017_to_07_31_2017_V1.docx,2017-08-17,109772,250dca9c90c705897fe5fd21ac664bc4c609b655904e6924a2830e44e59abe4f,
207,-4403402754038879326,https://mienviro.michigan.gov/ncore/downloadpdf/-4403402754038879326,200,VERIFIED_IDENTICAL,0207_2017-08-31_Cadillac WWTP DMRQA 37 083117.pdf,Cadillac WWTP DMRQA 37 083117.pdf,2017-08-31,861285,e6b4e59a36d50114cc4f6850f9e825e6d161ad9cd94aa3e0eaa857ed26f02e9d,
208,7005832042046937184,https://mienviro.michigan.gov/ncore/downloadpdf/7005832042046937184,200,VERIFIED_IDENTICAL,0208_2017-09-15_DMR Daily - MI0020257 _08_01_2017_to_08_31_2017_V1.pdf,DMR Daily - MI0020257 _08_01_2017_to_08_31_2017_V1.docx,2017-09-15,122627,e4a57bdac3fb59a14e4368be223ba18d38e39c9f52b5f9fa38e407dc804c29f0,
209,8461445828922893016,https://mienviro.michigan.gov/ncore/downloadpdf/8461445828922893016,200,VERIFIED_IDENTICAL,0209_2017-09-15_DMR Summary - MI0020257 _08_01_2017_to_08_31_2017_V1.pdf,DMR Summary - MI0020257 _08_01_2017_to_08_31_2017_V1.docx,2017-09-15,103075,fe1734387374e67b0a7f710649b8db63f178ff41ee497d0ed83f55d1d631a89f,
210,7951970310208812203,https://mienviro.michigan.gov/ncore/downloadpdf/7951970310208812203,200,VERIFIED_IDENTICAL,0210_2017-10-13_2017 As Applied - 17EK01.pdf,2017 As Applied - 17EK01.xlsx v1,2017-10-13,197404,a42a24d257743a58b89f1593d7f2bb4b82cef699814d2ecce085c61684b4ae06,
211,-1675409833587234275,https://mienviro.michigan.gov/ncore/downloadpdf/-1675409833587234275,200,VERIFIED_IDENTICAL,0211_2017-10-13_2017 As Applied - 17RW01.pdf,2017 As Applied - 17RW01.xlsx v1,2017-10-13,198111,d4cf0e434515ee4e64fb38b8e0e159dd2bebffa269244fe8a7ab31db84bde801,
212,-5897892034958233867,https://mienviro.michigan.gov/ncore/downloadpdf/-5897892034958233867,200,VERIFIED_IDENTICAL,0212_2017-10-13_2017 As Applied - 30GR01.pdf,2017 As Applied - 30GR01.xlsx v1,2017-10-13,197486,6896bbf76e04d37bfe246f0fac39985ab4bc17aed4d9371470c8d369739568be,
213,-4564688140221150418,https://mienviro.michigan.gov/ncore/downloadpdf/-4564688140221150418,200,VERIFIED_IDENTICAL,0213_2017-10-13_2017 As Applied - 31DG01.pdf,2017 As Applied - 31DG01.xlsx v1,2017-10-13,195786,ba848b4313a8abeb26118c0adb0b1fbbbc17b773b373669b2cf8627353ecfdc0,
214,1336509163278193309,https://mienviro.michigan.gov/ncore/downloadpdf/1336509163278193309,200,VERIFIED_IDENTICAL,"0214_2017-10-13_31DG01, 17EK01, 17RW01 - Analytical.pdf","31DG01, 17EK01, 17RW01 - Analytical.pdf v1",2017-10-13,214262,d9b053606024b62f7a406e6d4386bee30b483a2d6179ba183eb950c05f6aa882,
215,-2488798986427058681,https://mienviro.michigan.gov/ncore/downloadpdf/-2488798986427058681,200,VERIFIED_IDENTICAL,0215_2017-10-13_31GR01 - Analytical.pdf,31GR01 - Analytical.pdf v1,2017-10-13,177078,3fe19dd5c08bdf222ec9867e7db2725b4d1a45be3332fd0bda6e4090445ee68d,
216,-1688568603305138344,https://mienviro.michigan.gov/ncore/downloadpdf/-1688568603305138344,200,VERIFIED_IDENTICAL,0216_2017-10-13_Applier Cert. of Pathogens and Vector Attraction Reduction.pdf,Applier Cert. of Pathogens and Vector Attraction Reduction.doc v1,2017-10-13,60024,95d3ccd43e4ccf4b53d8cd7d4ffabb82014be6ffe70ecf518bf9a9f0ea4d8ec1,
217,1498609859186270953,https://mienviro.michigan.gov/ncore/downloadpdf/1498609859186270953,200,VERIFIED_IDENTICAL,0217_2017-10-13_Class B Site Restrictions Certification.pdf,Class B Site Restrictions Certification.doc v1,2017-10-13,58395,128cb948f9f7113876fea7cd753a516216e08e93524d4cd12243c6be5d88a74d,
218,865533459970142181,https://mienviro.michigan.gov/ncore/downloadpdf/865533459970142181,200,VERIFIED_IDENTICAL,0218_2017-10-13_DMR Daily - MI0020257 _09_01_2017_to_09_30_2017_V1.pdf,DMR Daily - MI0020257 _09_01_2017_to_09_30_2017_V1.docx,2017-10-13,122348,b57d489db2c6053569f09d214fd2928946b44ea5d16847ef35f494b611cc98af,
219,1351029181868169986,https://mienviro.michigan.gov/ncore/downloadpdf/1351029181868169986,200,VERIFIED_IDENTICAL,0219_2017-10-13_DMR Summary - MI0020257 _09_01_2017_to_09_30_2017_V1.pdf,DMR Summary - MI0020257 _09_01_2017_to_09_30_2017_V1.docx,2017-10-13,102853,76ae45c57f6a4e1dc6c39e88d2fd9b74b69883d37e09917ea414709af1fe76aa,
220,6182107663604652349,https://mienviro.michigan.gov/ncore/downloadpdf/6182107663604652349,200,VERIFIED_IDENTICAL,0220_2017-10-13_DMR Summary - MI0020257 _10_01_2016_to_09_30_2017_V1.pdf,DMR Summary - MI0020257 _10_01_2016_to_09_30_2017_V1.docx,2017-10-13,103216,2910ad9731cce7305a08354dbe6d41756e24b3e34574b9b93a8ecf2edf11d368,
221,-4030890897963029912,https://mienviro.michigan.gov/ncore/downloadpdf/-4030890897963029912,200,VERIFIED_IDENTICAL,0221_2017-10-13_HML Fall 2016.pdf,HML Fall 2016.pdf v1,2017-10-13,41435,21385b8326f380a234e837cb4d954436f582f451eb6307bb7fd9b3f0d90bf485,
222,8416368693200764668,https://mienviro.michigan.gov/ncore/downloadpdf/8416368693200764668,200,VERIFIED_IDENTICAL,0222_2017-10-13_HN8-AEB3-S8NKF V1.pdf,HN8-AEB3-S8NKF V1.pdf v1,2017-10-13,99971,88e9da848f84f73f1713acf3f42e4962043dda095c12404fbcedde86e32e984f,
223,8684882921218429674,https://mienviro.michigan.gov/ncore/downloadpdf/8684882921218429674,200,VERIFIED_IDENTICAL,0223_2017-10-13_Mgt Practices Certification.pdf,Mgt Practices Certification.doc v1,2017-10-13,63324,90d73e42aeff5649bb98fa923b55b0f4a3f04b64ed0973042f072b6872bd07b4,
224,-7940855265872368210,https://mienviro.michigan.gov/ncore/downloadpdf/-7940855265872368210,200,VERIFIED_IDENTICAL,0224_2017-10-13_Spring Biosolids HML 2017.pdf,Spring Biosolids HML 2017.pdf v1,2017-10-13,407689,8998590ccc857dfb1c91e343e22a1028dcc71773115557a47d9a1e8b44814ab7,
225,-919100790848612757,https://mienviro.michigan.gov/ncore/downloadpdf/-919100790848612757,200,VERIFIED_IDENTICAL,0225_2017-10-25_Cadillac WWTP Oct 2017 BOD email 102517.pdf,Cadillac WWTP Oct 2017 BOD email 102517.msg,2017-10-25,90360,68683ca905115c10cc259d8d99773e7ade8522a7fd7c7a352aa414e2759d2812,
226,850609280377440890,https://mienviro.michigan.gov/ncore/downloadpdf/850609280377440890,200,VERIFIED_IDENTICAL,0226_2017-10-25_Cadillac WWTP Oct 2017 BOD notice 102517.pdf,Cadillac WWTP Oct 2017 BOD notice 102517.msg,2017-10-25,56258,725eed40feaa2e5d118385e11dfba598baf8c0c5f015f8fba4ce72094c5758a2,
227,-6671969809514163421,https://mienviro.michigan.gov/ncore/downloadpdf/-6671969809514163421,200,VERIFIED_IDENTICAL,0227_2017-10-30_Cadillac WWTP Oct 2017 BOD email 103017.pdf,Cadillac WWTP Oct 2017 BOD email 103017.msg,2017-10-30,89392,411bc19004827512cf8ebfbbbc60a0a8de2d89e09fa2c1c7d2840e0ee41c970a,
228,-739207244620603055,https://mienviro.michigan.gov/ncore/downloadpdf/-739207244620603055,200,VERIFIED_IDENTICAL,0228_2017-11-16_DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.pdf,DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.docx,2017-11-16,123466,69e031bdedc2d8d11ed97e3ef3bfa9cb747a90b28ebe7fbadebd0d1f53de84ec,
229,-5037797726850269844,https://mienviro.michigan.gov/ncore/downloadpdf/-5037797726850269844,200,VERIFIED_IDENTICAL,0229_2017-11-16_DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V1.pdf,DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V1.docx,2017-11-16,110139,18459714c38b961c41c964709b49b8b851984de3fd864842002ba0cdd6887925,
230,-6334666196725602947,https://mienviro.michigan.gov/ncore/downloadpdf/-6334666196725602947,200,VERIFIED_IDENTICAL,0230_2017-12-04_Cadillac WWTP Nov 2017 BOD Notice 120417.pdf,Cadillac WWTP Nov 2017 BOD Notice 120417.msg,2017-12-04,55946,27f9d7f8289da7c591b38ede00949164edc35fccdc5a1626050df7aa84a5ead9,
231,2472286616657780651,https://mienviro.michigan.gov/ncore/downloadpdf/2472286616657780651,200,VERIFIED_IDENTICAL,0231_2017-12-15_DMR Daily - MI0020257 _11_01_2017_to_11_30_2017_V1.pdf,DMR Daily - MI0020257 _11_01_2017_to_11_30_2017_V1.docx,2017-12-15,122273,ce3774ff9a4aeb0878d25fdaca6a2f9cb47d9c4863ae8bae65c11cb3a29d3852,
232,-8814440160125396713,https://mienviro.michigan.gov/ncore/downloadpdf/-8814440160125396713,200,VERIFIED_IDENTICAL,0232_2017-12-15_DMR Summary - MI0020257 _11_01_2017_to_11_30_2017_V1.pdf,DMR Summary - MI0020257 _11_01_2017_to_11_30_2017_V1.docx,2017-12-15,109897,92520bc99aee87b514bd59c21968ad6a43a034fa049dcf4bef4a2d32fec7f643,
233,6383006232820553511,https://mienviro.michigan.gov/ncore/downloadpdf/6383006232820553511,200,VERIFIED_IDENTICAL,0233_2018-01-18_DMR Daily - MI0020257 _12_01_2017_to_12_31_2017_V1.pdf,DMR Daily - MI0020257 _12_01_2017_to_12_31_2017_V1.docx,2018-01-18,124341,c7a65c3b3260ccbb43e44e98a6431b4cb38d5580215855d04731ceae8fc59de6,
234,5351587946243598793,https://mienviro.michigan.gov/ncore/downloadpdf/5351587946243598793,200,VERIFIED_IDENTICAL,0234_2018-01-18_DMR Summary - MI0020257 _12_01_2017_to_12_31_2017_V1.pdf,DMR Summary - MI0020257 _12_01_2017_to_12_31_2017_V1.docx,2018-01-18,105456,2d5e33a648eb27ccac00095bd4f1975f6ddaa75c2f64ebc31040d184413404d0,
