DocMgmtDocurl,DocMgmtDocName,DocMgmtDocDescr,DocMgmtCategory,DocMgmtDocRvcdCreatedDate,DocMgmtDocMgmtId,DocMgmtSourceprogramarea,DocMgmtSourcefunctionalarea,DocMgmtSourcenumber,DocMgmtSourcetype
"https://mienviro.michigan.gov/ncore/downloadpdf/-4031262101571962083",RE_ Voicemail Message.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"2/12/2019 12:00:00 AM",-4031262101571962083,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/1324198982679254149",RE_ PLEASE look at this - FW_ info on % solids & % moisture - Update.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"2/12/2019 12:00:00 AM",1324198982679254149,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/1702873664070787395",FW_ TestAmerica invoice and report files from 190-18507-1 WWTP - Biosolids.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"2/12/2019 12:00:00 AM",1702873664070787395,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/5162860766879708910",RE_ IPP PFAS Initiative Sampling Guidance_ Suggested Analytes.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"2/12/2019 12:00:00 AM",5162860766879708910,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/2724813468533962614",RE_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg,IPP PFAS Interim Rpt discussion correspondence,Industrial Pretreatment Program (IPP),"2/21/2019 12:00:00 AM",2724813468533962614,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
"https://mienviro.michigan.gov/ncore/downloadpdf/-6674021578952107390",J17646-1 UDS Level 2 Report Final Report.pdf,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"2/22/2019 12:00:00 AM",-6674021578952107390,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/-6388272437855274765",FW_ TestAmerica invoice and report files from 190-18507-1 WWTP - Biosolids.msg,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"2/22/2019 12:00:00 AM",-6388272437855274765,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/-5579286795353343353",J18036-1 UDS Level 2 Report Final Report.pdf,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"2/22/2019 12:00:00 AM",-5579286795353343353,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/-5531387920153161894",RE_ PLEASE look at this - FW_ info on % solids & % moisture - Update.msg,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"2/22/2019 12:00:00 AM",-5531387920153161894,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/603920706683699626",deq-tou-WRD-IPP_PFAS_Guidance-ScreeningEvaluation_620434_7.pdf,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"2/22/2019 12:00:00 AM",603920706683699626,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/3500148599291228924",J17993-1 UDS Level 2 Report Final Report.pdf,IPP PFAS Summ Rpt discussion documents,Industrial Pretreatment Program (IPP),"2/22/2019 12:00:00 AM",3500148599291228924,WRD - NPDES,Application/Request,HNJ-P0ZX-8AVDS,Schedule - IPP PFAS Summary Report
"https://mienviro.michigan.gov/ncore/downloadpdf/-8513053641259165067",FW_ Biosolids PFAS - Cadillac.msg,IPP PFAS biosolids sample for IPP PFAS initiative - Dry weight calculations on homogenized (unseparated) sample,Industrial Pretreatment Program (IPP),"2/28/2019 12:00:00 AM",-8513053641259165067,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/1217892730810011742",FW_ Biosolids PFAS - Cadillac.msg,,Industrial Pretreatment Program (IPP),"2/28/2019 12:00:00 AM",1217892730810011742,n/a,Site,15637,Site
"https://mienviro.michigan.gov/ncore/downloadpdf/-5070374537407687310",Cadillac WWTP PFAS Letter.msg,IPP PFAS Interim and Summary Report Approval BIN2 Email transmittal,Industrial Pretreatment Program (IPP),"3/4/2019 12:00:00 AM",-5070374537407687310,WRD - NPDES,Application/Request,HNF-P7H3-DCN87,Schedule - IPP PFAS Interim Report-1
